iter	Logloss
471	0.3816125131
472	0.3813476067
473	0.3811409378
474	0.3809267727
475	0.3807377072
476	0.380339599
477	0.3801296247
478	0.3798521823
479	0.3794653386
480	0.3792380435
481	0.3790381902
482	0.3785804596
483	0.378305708
484	0.3780804655
485	0.3777859411
486	0.3776437952
487	0.377390605
488	0.3771923831
489	0.3770496729
490	0.3767984474
491	0.3765351716
492	0.376320783
493	0.3760469815
494	0.3758779579
495	0.375629595
496	0.375349558
497	0.3751073625
498	0.374992409
499	0.3747500307
500	0.3745648918
501	0.3743085783
502	0.3740846668
503	0.3738221379
504	0.3736396817
505	0.3733436607
506	0.373158984
507	0.3727775095
508	0.3724883308
509	0.3723220938
510	0.3721600855
511	0.3717943504
512	0.3715693632
513	0.3714417816
514	0.3711963891
515	0.3708664905
516	0.3705590983
517	0.3703421435
518	0.3701354638
519	0.3697913827
520	0.3694700219
521	0.3692115574
522	0.3689757041
523	0.3687754651
524	0.3685497885
525	0.3683975329
526	0.368113807
527	0.3679327774
528	0.3677482858
529	0.3675881897
530	0.3672732976
531	0.3668931411
532	0.3667435552
533	0.3663757014
534	0.3662875187
535	0.3660818355
536	0.3657612101
537	0.365473253
538	0.3652945697
539	0.3649200155
540	0.3647629339
541	0.3644879509
542	0.3642223389
543	0.363963641
544	0.3636731521
545	0.3634563283
546	0.3633089819
547	0.3631914047
548	0.3629210593
549	0.3627872925
550	0.3624549104
551	0.3622594754
552	0.3619421117
553	0.3618696883
554	0.3616910534
555	0.3613910875
556	0.3610386445
557	0.3607949491
558	0.3605160069
559	0.3602941821
560	0.3600830563
561	0.3598252425
562	0.3596285374
563	0.3592650998
564	0.3590426439
565	0.3587708517
566	0.3583796396
567	0.3581079824
568	0.3578597119
569	0.3576304126
570	0.3573776601
571	0.3570779248
572	0.3568069504
573	0.3566561534
574	0.3562862325
575	0.3559842156
576	0.3556478741
577	0.3554233373
578	0.3552063582
579	0.3550390103
580	0.3547302352
581	0.3544264106
582	0.354074004
583	0.3539033137
584	0.3536319193
585	0.3532967887
586	0.3529784526
587	0.3526798552
588	0.3523553121
589	0.3522025761
590	0.3518625074
591	0.351591091
592	0.3514149515
593	0.351098222
594	0.350871261
595	0.3505426709
596	0.3503908327
597	0.3503722281
598	0.3501928543
599	0.3499967473
600	0.349746483
601	0.3493976994
602	0.3493186591
603	0.3490013427
604	0.3486294764
605	0.3482476732
606	0.3479779162
607	0.3477391199
608	0.3476791463
609	0.3473830964
610	0.3471152455
611	0.3469301717
612	0.3469137738
613	0.3466106611
614	0.3463216275
615	0.345907702
616	0.3455900545
617	0.3453313137
618	0.3450528038
619	0.3447279296
620	0.3445347008
621	0.3445027875
622	0.3442706774
623	0.3441588939
624	0.3438629403
625	0.3438350584
626	0.3436252242
627	0.3435717736
628	0.3433391644
629	0.3431633057
630	0.3430086322
631	0.3427532336
632	0.3422585543
633	0.3420735935
634	0.3416744502
635	0.3414748645
636	0.3411565208
637	0.3408218337
638	0.3404634364
639	0.3401763688
640	0.339855019
641	0.3395021636
642	0.3391885973
643	0.3390601047
644	0.3388325412
645	0.338588435
646	0.3382837047
647	0.3379761773
648	0.3376614099
649	0.3373562501
650	0.3371398563
651	0.3371095416
652	0.3368764117
653	0.3364684056
654	0.3364506621
655	0.3361883901
656	0.3359562305
657	0.3357177936
658	0.3356901472
659	0.3353592988
660	0.3350615169
661	0.3347658373
662	0.3344453932
663	0.334139073
664	0.3337787278
665	0.3335468035
666	0.3332519764
667	0.3330248804
668	0.3328501034
669	0.3325818777
670	0.3321515289
671	0.3319585447
672	0.3316313815
673	0.3313833929
674	0.3310726813
675	0.3307468165
676	0.3304151564
677	0.3302189746
678	0.3299300157
679	0.329765787
680	0.3295057372
681	0.3292882887
682	0.3290651846
683	0.3287479165
684	0.3285507432
685	0.328395396
686	0.3280585415
687	0.3280352627
688	0.3277283233
689	0.3273859512
690	0.3270107007
691	0.3267659325
692	0.326331148
693	0.3260629944
694	0.3260283477
695	0.3258633199
696	0.3257383391
697	0.3255957292
698	0.3254580953
699	0.325425687
700	0.3250907712
701	0.3249610769
702	0.3248373496
703	0.3248227788
704	0.3246221628
705	0.3244175396
706	0.3239410369
707	0.3236881639
708	0.32346343
709	0.3230879381
710	0.3228179788
711	0.3227916882
712	0.3225019378
713	0.3221565635
714	0.3218325572
715	0.3215715567
716	0.3212488103
717	0.3210076968
718	0.320776626
719	0.3206598895
720	0.3203723934
721	0.320075446
722	0.3199382623
723	0.3196087939
724	0.319585882
725	0.31939928
726	0.319076064
727	0.3187951318
728	0.3187715053
729	0.3187604001
730	0.3185371838
731	0.3182361064
732	0.31801168
733	0.3176795317
734	0.317416927
735	0.3174049664
736	0.3171272427
737	0.3169083877
738	0.3166379455
739	0.3163802493
740	0.3161540784
741	0.3158075558
742	0.3154925482
743	0.315159263
744	0.315046676
745	0.3148331428
746	0.3144551758
747	0.3141843061
748	0.3139725254
749	0.3137281042
750	0.3134182307
751	0.3130554505
752	0.3128471825
753	0.3127310979
754	0.3125257454
755	0.3124625468
756	0.3122769854
757	0.3120545132
758	0.3117243766
759	0.3113372242
760	0.3111261403
761	0.3108294825
762	0.3105473149
763	0.3103321463
764	0.3103067282
765	0.3099624816
766	0.3097121746
767	0.3094573429
768	0.3092434872
769	0.3090810735
770	0.3088498576
771	0.3085073204
772	0.308228364
773	0.3080647801
774	0.3078392055
775	0.3074922245
776	0.307281186
777	0.3069215375
778	0.3066728781
779	0.3064123542
780	0.3061526627
781	0.3059346038
782	0.3056931802
783	0.3056379137
784	0.3054873258
785	0.3051918251
786	0.304932234
787	0.3047059036
788	0.3044770859
789	0.3041126924
790	0.3040561666
791	0.3036409047
792	0.3033693693
793	0.3032329399
794	0.3032163502
795	0.3030288522
796	0.3030171896
797	0.3027303917
798	0.302463285
799	0.3021693707
800	0.3019137162
801	0.3017218375
802	0.301490456
803	0.3012653404
804	0.3010699953
805	0.300767551
806	0.3004671511
807	0.3002058519
808	0.2999771555
809	0.2999616684
810	0.2999412409
811	0.2997257509
812	0.2996346074
813	0.2995412589
814	0.2993391013
815	0.2991289486
816	0.2988931782
817	0.2985069233
818	0.2980275897
819	0.2979998593
820	0.2979336158
821	0.2977703062
822	0.2974898779
823	0.2974774749
824	0.2972514814
825	0.2969490033
826	0.2966615893
827	0.2964385979
828	0.2961119857
829	0.2959628536
830	0.2959497226
831	0.2959275411
832	0.2957562778
833	0.2954971172
834	0.295190253
835	0.2950196785
836	0.2947246539
837	0.294524815
838	0.2942806066
839	0.294084231
840	0.2940123092
841	0.2936003801
842	0.2933645993
843	0.2931970029
844	0.2929396586
845	0.2927917961
846	0.292759111
847	0.2924733352
848	0.2922525114
849	0.2920930983
850	0.2919183598
851	0.2917180303
852	0.2914601584
853	0.2911551972
854	0.291084186
855	0.2908645624
856	0.290677449
857	0.2904490639
858	0.2902620242
859	0.2899575026
860	0.2897071368
861	0.2894155859
862	0.2891024061
863	0.2890024593
864	0.2888076334
865	0.2885859725
866	0.2884143545
867	0.2881560023
868	0.2880662454
869	0.2879435297
870	0.2877184864
871	0.2875129615
872	0.2874468188
873	0.2872121122
874	0.2871984069
875	0.2871364146
876	0.2869253871
877	0.2868926137
878	0.2866722973
879	0.2864859993
880	0.2862493029
881	0.286214335
882	0.2859628273
883	0.2857421243
884	0.2855313634
885	0.2852182864
886	0.2850036907
887	0.2848356521
888	0.2845506936
889	0.2843242583
890	0.2839400284
891	0.2835995813
892	0.2834017252
893	0.2830901301
894	0.2827756142
895	0.2824784602
896	0.2822633789
897	0.2820645713
898	0.281872029
899	0.2816787617
900	0.2814158786
901	0.2809935175
902	0.2806853854
903	0.2804729597
904	0.2804594061
905	0.2802601578
906	0.2800412569
907	0.2795723484
908	0.2792477434
909	0.2790487966
910	0.2788175783
911	0.2785656949
912	0.2784183662
913	0.2781760261
914	0.2779000508
915	0.2776496164
916	0.2775681226
917	0.277363473
918	0.2771156093
919	0.2769270904
920	0.2767449743
921	0.2765249458
922	0.2763833786
923	0.276240625
924	0.2762305196
925	0.2760267859
926	0.275789811
927	0.27561513
928	0.2753636207
929	0.2751407622
930	0.2748802777
931	0.2746778113
932	0.2745133029
933	0.274491238
934	0.2742057314
935	0.2739885376
936	0.2737012716
937	0.2734978365
938	0.2732491323
939	0.2731595063
940	0.2729418199
941	0.2728440194
942	0.272591007
943	0.2724000425
944	0.2722257767
945	0.2720723455
946	0.2719917837
947	0.2717089838
948	0.271470388
949	0.2711469511
950	0.2709992832
951	0.2708981964
952	0.2707159483
953	0.2705457923
954	0.2705370962
955	0.2703862444
956	0.2700421032
957	0.2698405711
958	0.2696018607
959	0.2694033719
960	0.2691634222
961	0.2689696838
962	0.2687240399
963	0.2685534821
964	0.2682590044
965	0.2680555487
966	0.2678863433
967	0.2677177818
968	0.2675277465
969	0.2671772173
970	0.2669391573
971	0.2667234707
972	0.26655707
973	0.2663451236
974	0.2660844647
975	0.2659883616
976	0.2657893656
977	0.2654850392
978	0.2653106562
979	0.2650855432
980	0.264882953
981	0.2646451546
982	0.2644627922
983	0.2642673313
984	0.264090774
985	0.2639602086
986	0.2637352838
987	0.2635584817
988	0.2632674163
989	0.2630358948
990	0.2626269414
991	0.2624428481
992	0.2622847487
993	0.2622265103
994	0.2620032274
995	0.2617884981
996	0.2615341409
997	0.2613909764
998	0.261373898
999	0.2611919027
